user_address,discount
0xACc74cfaA8AD730194C1828cc179c78d5C08200e,20
0xe249a2082d14C8ffE785b8aF386d9826D177E9f7,20
0x9894d1564D4DBF111AC372CbB0c7df17027535fa,20
0x07079492698dC7cdAd0F3b736B2Df669544fC8d2,20
0xCacb823a3D0C5a8490B1d3E60d1f33AB1eEB0387,20
0xe282Ef85AD4E6C7830214a8c55200e8d8f8dE000,20
0x7eb87a95948348D6ec7231b52f61281e01D53941,20
0x54c39a7FA0D8CAa251Bad55c7abeFA43BC8ba749,20
0xD89b1860DA9e36350d979613c1AA0cCf7e8eE3F7,20
0x975580eb2B1473Ac0b9FDF9F5eEc9C26C04A3F76,20
